Wheels of Mayhem,139.17487963287562
The Inhuman League,-111.67720670337891
Bridgetown Roller Derby,440.80624022846308
West Swedish Roller Derby Society,10.325202289838437
Harm City Men's Derby,7.023199446920537
Tyne and Fear Roller Derby,266.03405021235534
Montreal Men's Roller Derby,184.38173687395397
Wisconsin Men's Roller Derby,97.98161729908206
Manneken Beasts,197.44002584460947
Chicago Bruise Brothers,37.715199717357983
Toronto Men's Roller Derby,170.76996771554514
Magic City Misfits,287.0007111137553
Manchester Roller Derby,318.10210688587694
Barrow Infernos,158.10813281948475
New Orleans Brass Roller Derby,-52.065879379038385
New York Shock Exchange,305.86103168112339
Wirral Roller Derby,89.663559922375768
South Wales Silures,34.380740629123302
Varsity Derby League,30.094908548763915
Pittsburgh Blue Streaks,-71.68332238685305
Quadfathers Men's Roller Derby,162.4948266868455
Casco Bay Gentlemen's Derby,20.823904706497551
Flour City Fear Men's Roller Derby,-15.986479413741733
Lincolnshire Rolling Thunder,283.79620531714306
Mass Maelstrom,229.29383797770859
Drive-By City Rollers,153.62767817921937
Texas Men's Roller Derby,303.20040422059975
Thunderquads Roller Derby Masculino,193.81810482577401
Nottingham Roller Derby,29.894239941687584
Vancouver Murder,296.93633648272134
Carolina Wreckingballs,155.03581381910274
Collision Men's Derby,63.274733438476602
Southern Discomfort,381.17726390543805
Minnesota Men's Roller Derby,191.16433017018016
Denver Ground Control,213.54561473566841
Panam Squad,170.62911187174043
Roller Derby Toulouse,337.53178526156842
Puget Sound Outcast Derby,290.31016387993776
Victoria Men's Roller Derby,188.26263475498882
Philadelphia Hooligans,237.43831915119867
St. Louis Gatekeepers,447.87361272724519
Oklahoma Men's Roller Derby,228.51618525368804
Austin Anarchy,235.72060003142488
Detroit Men's Roller Derby,-19.325297437412676
Glenmore Reservoir Dogs,124.87169700788726
Crash Test Brummies,76.84888420359492
Capital District Trauma Authority,-53.293746536442534
Atlanta Men's Roller Derby,70.316653078273433
The Skaters Grim,82.264176374363032
San Diego Aftershocks,405.23746575384871
Capital City Hooligans,-42.882334688719538
Lille Moustaches,30.411830261424761
Granite City Brawlers,38.494647709997174
Tampa Bay Men's Roller Derby,159.72577972842413
Race City Rebels,221.48813497429688
Sydney City SMASH,85.252658168935994
Cincinnati Battering Rams,86.67540036937757
Brisbane City Rollers,84.146154191179775
Lane County Concussion,121.66486357308592
Dakota Men's Roller Derby,94.043790483571669
East Anglo Smacksons,-127.88492259251464
Cleveland Men's Roller Derby,-78.208236782362135
